window_start,down_up_byte_ratio,downlink_throughput_bps,psz_mean_down,psz_std_down,psz_p90_down,iat_mean_down,iat_cov_down,burst_cnt,burst_bytes_avg,up_tiny_pkt_rate
1755336272.50065,61420.0,163786.66666666666,579.433962264151,544.8036173595711,1292.0,0.024048753011794318,8.124949793638027,12,4996.25,0.0
1755336275.50065,971890.0,2591706.6666666665,1018.7526205450733,495.48719604538195,1292.0,0.0029529286831898806,7.304326190212799,21,46003.09523809524,0.0
1755336278.50065,14484.648148148148,2085789.3333333333,1000.2186700767263,503.9958130273767,1292.0,0.0030922010521882625,6.469411186758197,23,33918.69565217391,0.3333333333333333
1755336281.50065,582733.0,1553954.6666666667,967.9950166112957,520.0888133091488,1292.0,0.00478205307946229,5.471314811208971,25,23131.28,0.0
1755336284.50065,303816.0,810176.0,1073.5547703180212,451.93560120470113,1292.0,0.005951347925984268,6.112260884768575,10,30334.0,0.0
1755336287.50065,13572.0,36192.0,315.6279069767442,449.39375303592305,1274.0,0.03467435496194022,3.505062491592545,7,1905.142857142857,0.0
1755336293.50065,335741.0,895309.3333333334,1059.1198738170347,458.69811466112975,1292.0,0.0029437368429159816,5.256438063812858,11,30489.545454545456,0.0
1755336296.50065,662486.0,1766629.3333333333,1033.5195007800312,480.30503504210975,1292.0,0.004361042380332946,7.257750090404083,24,27559.916666666668,0.0
1755336299.50065,648345.0,1728920.0,1045.717741935484,470.9309955698918,1292.0,0.004798048725035734,5.478815892860146,25,25854.4,0.0
1755336302.50065,631300.0,1683466.6666666667,1019.8707592891761,487.2527112511084,1292.0,0.004694132743144112,8.942135066512066,19,33177.94736842105,0.0
1755336305.50065,717336.0,1912896.0,1026.2317596566525,482.84593616984137,1292.0,0.00425420039704331,6.217360204458974,24,29822.458333333332,0.0
1755336308.50065,372212.0,992565.3333333334,905.625304136253,552.1155382999166,1292.0,0.003945473345314584,5.169136880778247,16,23235.75,0.0
1755336311.50065,2919.0,7784.0,583.8,563.2723675097155,1273.4,0.00816953182220459,0.8954042482342445,1,2622.0,0.0
1755336314.50065,241893.0,645048.0,1094.5384615384614,432.17958037970817,1292.0,0.005772099711678245,7.922718753203574,7,34515.0,0.0
1755336317.50065,171953.0,458541.3333333333,1011.4882352941177,494.2828344681079,1292.0,0.0030900585580859665,5.124381101720586,6,28623.333333333332,0.0
1755336320.50065,400728.0,1068608.0,894.4821428571429,556.3103937060749,1292.0,0.0052346111143995455,4.32228413229482,22,18067.045454545456,0.0
1755336323.50065,471373.0,1256994.6666666667,998.6716101694915,503.24556819298664,1292.0,0.0053131656282267,6.1899587794684,21,22268.428571428572,0.0
1755336326.50065,409356.0,1091616.0,1005.7886977886977,497.3552851591102,1292.0,0.006978911719298715,5.41708607512992,15,27245.0,0.0
1755336329.50065,371672.0,991125.3333333334,1083.591836734694,440.121136442976,1292.0,0.008691219558492738,9.043552904988138,12,30920.833333333332,0.0
1755336332.50065,104409.0,278424.0,855.811475409836,565.5317145803441,1292.0,0.02435525783822556,4.66846027339043,6,17255.833333333332,0.0
1755336335.50065,598965.0,1597240.0,1023.8717948717949,488.4898854416841,1292.0,0.004720355958154757,4.978422392477601,28,21342.928571428572,0.0
1755336338.50065,508489.0,1355970.6666666667,1077.3072033898304,450.33909647344404,1292.0,0.006117093335291383,7.71880813197605,14,36255.857142857145,0.0
1755336341.50065,873915.0,2330440.0,1045.3528708133972,470.7741472627749,1292.0,0.003150244387323985,4.9025977576688105,30,29072.033333333333,0.0
1755336344.50065,658901.0,1757069.3333333333,1031.1439749608764,479.97694707667443,1292.0,0.00460175100165101,5.232347377621608,28,23430.535714285714,0.0
1755336347.50065,352874.0,940997.3333333334,1037.8647058823528,471.7740790839421,1292.0,0.008748775386528983,5.886864141507269,13,27090.46153846154,0.0
1755336350.50065,109306.0,291482.6666666667,993.6909090909091,515.2707980973702,1292.0,0.02215942330316666,8.62181459177415,4,27250.75,0.0
1755336353.50065,217991.0,581309.3333333334,1013.9116279069767,485.5892384201311,1292.0,0.013473527453770147,7.251625461626646,10,21763.8,0.0
1755336356.50065,687892.0,1834378.6666666667,981.3009985734665,509.16267518278295,1292.0,0.0042294570377894814,4.550725706177012,37,18485.972972972973,0.0
1755336359.50065,387026.0,1032069.3333333334,1015.8162729658793,491.8322301581401,1292.0,0.007335231806102552,6.962997835692106,17,22622.058823529413,0.0
1755336362.50065,329062.0,877498.6666666666,970.6843657817109,525.4637879154361,1292.0,0.006177514262453339,6.148697932230836,14,23336.85714285714,0.0
1755336365.50065,366504.0,977344.0,1026.6218487394958,483.009125156883,1292.0,0.007700115107418446,5.288877891013905,16,22837.125,0.0
1755336368.50065,559438.0,1491834.6666666667,1034.0813308687616,475.79486256275646,1292.0,0.002283889276010019,6.1402213026634955,14,39914.42857142857,0.0
1755336371.50065,246422.0,657125.3333333334,1022.4979253112033,489.6927661119957,1292.0,0.010327633221944172,5.576318232863434,9,26811.777777777777,0.0
1755336374.50065,485346.0,1294256.0,1037.0641025641025,479.6726895011373,1292.0,0.006202824365913995,8.253527675772055,13,37306.307692307695,0.0
1755336377.50065,176789.0,471437.3333333333,945.3957219251337,533.1549759975011,1292.0,0.01177360293685749,6.452254256353,10,17650.5,0.0
1755336380.50065,196136.0,523029.3333333333,1032.2947368421053,489.4036838457316,1292.0,0.010654861964876689,6.880082361282393,7,27981.285714285714,0.0
1755336383.50065,261957.0,698552.0,1039.5119047619048,469.9197456147104,1292.0,0.011833677253875125,6.397861323140555,12,21799.666666666668,0.0
1755336386.50065,298814.0,796837.3333333334,1009.5067567567568,490.48700972717205,1292.0,0.009897979639344296,6.2977295477886805,14,21230.428571428572,0.0
1755336389.50065,73018.0,194714.66666666666,1140.90625,396.6800394662397,1292.0,0.0016552985660613529,4.981258965814956,1,72875.0,0.0
1755336395.50065,522535.0,1393426.6666666667,991.527514231499,506.00472009379376,1292.0,0.0051900266241211405,5.349254198603469,26,20045.076923076922,0.0
1755336398.50065,296554.0,790810.6666666666,1012.1296928327645,490.1207870618676,1292.0,0.010005928065678845,6.523131562573028,14,21141.5,0.0
1755336401.50065,355355.0,947613.3333333334,1051.3461538461538,467.40686665268714,1292.0,0.007713281789943797,7.461708463178312,19,18652.78947368421,0.0
1755336404.50065,180259.0,480690.6666666667,905.8241206030151,540.1729987364466,1292.0,0.014685055222174134,7.023587813235292,12,14957.583333333334,0.0
1755336407.50065,377268.0,1006048.0,992.8105263157895,501.2538971049311,1292.0,0.007598121436730538,6.440409191407342,12,31352.583333333332,0.0
1755336410.50065,1532386.0,4086362.6666666665,1067.8648083623693,454.96227800351534,1292.0,0.0018867763016513202,7.1252868695985425,31,49369.903225806454,0.0
1755336413.50065,198.0,528.0,66.0,0.0,66.0,0.501937985420227,0.9898768833891731,1,132.0,0.0
1755336416.50065,20562.0,54832.0,734.3571428571429,582.8584865180591,1292.0,0.09712155659993489,3.8849538438424065,3,6769.666666666667,0.0
1755336419.50065,6322.0,16858.666666666668,486.3076923076923,553.8100736111037,1292.0,0.071683665116628,1.721929280582893,1,5978.0,0.0
1755336422.50065,386684.0,1031157.3333333334,981.4314720812183,511.15211423078796,1292.0,0.00751581932145524,10.82527523808712,9,42916.77777777778,0.0
1755336425.50065,755714.0,2015237.3333333333,985.2855280312907,505.9570435788159,1292.0,0.0025551372035053943,4.646316252894021,32,23586.59375,0.0
1755336428.50065,1210514.0,3228037.3333333335,1012.9824267782427,491.6801905029558,1292.0,0.001641479169503728,5.256768654150053,34,35465.705882352944,0.0
1755336431.50065,351873.0,938328.0,1034.9205882352942,468.28653513408784,1292.0,0.001786779161751446,4.615709370386624,12,29315.916666666668,0.0
1755336434.50065,344297.0,918125.3333333334,1027.7522388059701,485.60010707116305,1292.0,0.0007196379278948207,4.979717556643503,4,86054.75,0.0
1755336437.50065,909111.0,2424296.0,1057.1058139534885,456.77823657444367,1292.0,0.003096257432930961,5.057655256217551,24,37840.708333333336,0.0
1755336440.50065,573018.0,1528048.0,998.2891986062717,491.44560985352746,1292.0,0.0037954868862558203,4.435794373307055,23,24828.652173913044,0.0
1755336443.50065,734919.0,1959784.0,1072.8744525547445,448.5617424531249,1292.0,0.004360059897104899,5.951818000333757,19,38626.47368421053,0.0
