window_start,down_up_byte_ratio,downlink_throughput_bps,psz_mean_down,psz_std_down,psz_p90_down,iat_mean_down,iat_cov_down,burst_cnt,burst_bytes_avg,up_tiny_pkt_rate
1755335263.819418,318.0,848.0,63.6,4.8,66.0,0.672423243522644,0.8900800421278912,0,0.0,0.0
1755335266.819418,20616.0,54976.0,234.27272727272728,394.5472873857721,1175.2999999999995,0.023580690910076273,3.3639070342255764,13,1566.0,0.0
1755335269.819418,21475.0,57266.666666666664,311.231884057971,462.6296965012689,1292.0,0.0330655294306138,3.033820016583328,12,1664.6666666666667,0.0
1755335272.819418,3751.0,10002.666666666666,96.17948717948718,202.02625772407268,66.0,0.05952773596111097,2.2607926384034047,9,409.44444444444446,0.0
1755335275.819418,216594.0,577584.0,856.102766798419,578.4661786775159,1292.0,0.011331571473015679,6.853759958024586,7,30867.714285714286,0.0
1755335278.819418,493.0,1314.6666666666667,61.625,5.655473012931809,66.0,0.28961144174848286,0.8620855294576225,1,121.0,0.0
1755335281.819418,120.0,320.0,60.0,6.0,64.8,0.03686690330505371,0.0,0,0.0,0.0
1755335284.819418,2184.0,5824.0,60.666666666666664,5.96284793999944,66.0,0.08286708423069546,2.100437111542927,7,277.7142857142857,0.0
1755335287.819418,31299.0,83464.0,359.7586206896552,501.7631892216363,1292.0,0.031232196231221043,2.5395390689827413,18,1585.5555555555557,0.0
1755335290.819418,308.0,821.3333333333334,61.6,5.388877434122992,66.0,0.33606624603271484,0.17041047656077704,0,0.0,0.0
1755335293.819418,112540.0,300106.6666666667,608.3243243243244,571.2209802933066,1292.0,0.010348908279253088,10.890293701980484,10,11110.8,0.0
1755335296.819418,736391.0,1963709.3333333333,976.6458885941645,527.194154930022,1292.0,0.003952804631287675,14.981302435015477,13,56309.53846153846,0.0
1755335299.819418,843725.0,2249933.3333333335,1107.250656167979,434.5165611296017,1292.0,0.003573844999897339,9.04694533596182,9,93420.33333333333,0.0
